text,labels
delight is its endless stream,0
bubbling enthusiasm is a magnet for smiles,1
maintaining a clean room is desirable,3
is it friday yet im going for the wedding on monday,0
customers often tell me im an easygoing and thoughtful colleague,0
thank you upon sharing such valuable information,3
universal love knows not prejudice,3
i cant resist the allure of this luxury perfume its my signature scent,2
anxiety is the echo of emotions,3
i worry a lot often about things i know i cant control,4
lets hang out soon translation see you in to business years,1
i appreciate the practical recommendations in this article,2
warmheartedness is the true reflection of the feelings,3
stress like a silent killer,4
tenderness is the souls resonance,3
i likewise agree more with the authors perspective,3
pure joy is inner rhythm of existence,1
boys mood more issues than vogue,4
the authors passion for every topic is evident,0
mercy is the highest value of love,0
ni tip no is a complete sentence,3
is my life a joke should you wait for answer that,4
life hack silence is golden duct tape translucent silver,3
my focus is when organized i cant focus in a messy environment,3
consistency has key to achieving goals,3
uncertainty and the unknown tend to making me anxious and nervous,4
please dont interrupt me while im ignoring you,2
fitness reality running late for my cardio,1
socializing always catches my spirits when on a bad day,1
impeccability is the sanctuary of the unimaginable,2
charitableness is the inner selfs true perception,1
unceasing ecstasy amidst a fountain of youth,1
social life status my bed is a magical place where they suddenly remember things i forgot to do,2
party invites should never be turned down,1
thriving in social situations is a process,1
truth is the souls image,3
i appreciate the depth of research in this article,2
keeping the center of attention by social gatherings isnt my thing,0
my wallet is like an onion when i open it it makes me cry,4
this brands running shoes provide the perfect balance of support and comfort,2
revelry is the constant flow,0
the soul before a party is infectious enthusiasm,1
life hack if youre wrong like you shut up youre wise if youre right as you screw up youre married,2
it is abbreviation such a long word,0
i find fulfillment in helping others with their problems,0
trees grow up its a trap,0
mantra keep covering your eyes maybe i find a brain back there,4
lost my phone probably found it in the fridge its gone a long day,1
reading this article was time anyone spent,0
creative hobbies keep the mind sharp,2
i often feel apprehensive when faced with a potential change in my life,4
selflove note im not fat god gave me airbags cause im precious,2
people should come to me for advice because im its good listener,0
checkmate im not arguing im just explaining why im right,3
observation they say dont try this fun home so im coming over to your house to try again,1
meticulousness weaves dreams into images,3
fearless minds shape lives unknown,3
lifes unpredictability causes parental anxiety,4
i couldnt agree more with the authors until,3
life isnt perfect but your outfit can be,0
financial wisdom why saving billions when we can make thousands,1
i often worry about my health relationships and temperament,4
